摎,手部,しゅぶ,扌,てへん
摑,手部,しゅぶ,扌,てへん
摘,手部,しゅぶ,扌,てへん
摧,手部,しゅぶ,扌,てへん
摩,手部,しゅぶ,手,て
摯,手部,しゅぶ,手,て
摶,手部,しゅぶ,扌,てへん
摸,手部,しゅぶ,扌,てへん
摺,手部,しゅぶ,扌,てへん
撃,手部,しゅぶ,手,て
撈,手部,しゅぶ,扌,てへん
撒,手部,しゅぶ,扌,てへん
撓,手部,しゅぶ,扌,てへん
撕,手部,しゅぶ,扌,てへん
撚,手部,しゅぶ,扌,てへん
撞,手部,しゅぶ,扌,てへん
撤,手部,しゅぶ,扌,てへん
撥,手部,しゅぶ,扌,てへん
撩,手部,しゅぶ,扌,てへん
撫,手部,しゅぶ,扌,てへん
播,手部,しゅぶ,扌,てへん
撮,手部,しゅぶ,扌,てへん
撰,手部,しゅぶ,扌,てへん
撲,手部,しゅぶ,扌,てへん
撹,手部,しゅぶ,扌,てへん
撻,手部,しゅぶ,扌,てへん
撼,手部,しゅぶ,扌,てへん
擁,手部,しゅぶ,扌,てへん
擂,手部,しゅぶ,扌,てへん
擅,手部,しゅぶ,扌,てへん
擇,手部,しゅぶ,扌,てへん
操,手部,しゅぶ,扌,てへん
擒,手部,しゅぶ,扌,てへん
擔,手部,しゅぶ,扌,てへん
擘,手部,しゅぶ,手,て
據,手部,しゅぶ,扌,てへん
擠,手部,しゅぶ,扌,てへん
擡,手部,しゅぶ,扌,てへん
擢,手部,しゅぶ,扌,てへん
擣,手部,しゅぶ,扌,てへん
擦,手部,しゅぶ,扌,てへん
擧,手部,しゅぶ,手,て
擬,手部,しゅぶ,扌,てへん
擯,手部,しゅぶ,扌,てへん
擱,手部,しゅぶ,扌,てへん
擲,手部,しゅぶ,扌,てへん
擴,手部,しゅぶ,扌,てへん
擶,手部,しゅぶ,扌,てへん
擺,手部,しゅぶ,扌,てへん
擽,手部,しゅぶ,扌,てへん
擾,手部,しゅぶ,扌,てへん
攀,手部,しゅぶ,手,て
攅,手部,しゅぶ,扌,てへん
攘,手部,しゅぶ,扌,てへん
攜,手部,しゅぶ,扌,てへん
攝,手部,しゅぶ,扌,てへん
攣,手部,しゅぶ,手,て
攤,手部,しゅぶ,扌,てへん
攪,手部,しゅぶ,扌,てへん
攫,手部,しゅぶ,扌,てへん
攬,手部,しゅぶ,扌,てへん
支,支部,しぶ,支,ささえる じゅうまた
攴,攴部,ぼくぶ,攴,のぶん しぶん とまた
攵,攴部,ぼくぶ,攵,のぶん しぶん とまた
收,攴部,ぼくぶ,攵,ぼくづくり
攷,攴部,ぼくぶ,攵,ぼくづくり
攸,攴部,ぼくぶ,攵,のぶん しぶん とまた
改,攴部,ぼくぶ,攵,ぼくづくり
攻,攴部,ぼくぶ,攵,ぼくづくり
放,攴部,ぼくぶ,攵,ぼくづくり
政,攴部,ぼくぶ,攵,ぼくづくり
故,攴部,ぼくぶ,攵,ぼくづくり
效,攴部,ぼくぶ,攵,ぼくづくり
敍,攴部,ぼくぶ,攴,ぼくづくり
敏,攴部,ぼくぶ,攵,ぼくづくり
救,攴部,ぼくぶ,攵,ぼくづくり
敕,攴部,ぼくぶ,攵,ぼくづくり
敖,攴部,ぼくぶ,攵,ぼくづくり
敗,攴部,ぼくぶ,攵,ぼくづくり
敘,攴部,ぼくぶ,攵,ぼくづくり
教,攴部,ぼくぶ,攵,ぼくづくり
敝,攴部,ぼくぶ,攵,ぼくづくり
敞,攴部,ぼくぶ,攵,ぼくづくり
敢,攴部,ぼくぶ,攵,ぼくづくり
散,攴部,ぼくぶ,攵,ぼくづくり
敦,攴部,ぼくぶ,攵,ぼくづくり
敬,攴部,ぼくぶ,攵,ぼくづくり
数,攴部,ぼくぶ,攵,ぼくづくり
敲,攴部,ぼくぶ,攴,ぼくづくり
整,攴部,ぼくぶ,攵,ぼくづくり
敵,攴部,ぼくぶ,攵,ぼくづくり
敷,攴部,ぼくぶ,攵,ぼくづくり
數,攴部,ぼくぶ,攵,ぼくづくり
斂,攴部,ぼくぶ,攵,ぼくづくり
斃,攴部,ぼくぶ,攵,ぼくづくり
文,文部,ぶんぶ,文,ぶん
斈,文部,ぶんぶ,文,ぶん
斉,齊部,せいぶ,斉,せい
斌,文部,ぶんぶ,文,ぶん
斎,文部,ぶんぶ,文,ぶん
斐,文部,ぶんぶ,文,ぶん
斑,文部,ぶんぶ,文,ぶん
斗,斗部,とぶ,斗,と ます とます
料,斗部,とぶ,斗,と ます とます
斛,斗部,とぶ,斗,と ます とます
斜,斗部,とぶ,斗,と ます とます
斟,斗部,とぶ,斗,と ます とます
斡,斗部,とぶ,斗,と ます とます
斤,斤部,きんぶ,斤,おの おのづくり きん
斥,斤部,きんぶ,斤,おの おのづくり きん
斧,斤部,きんぶ,斤,おの おのづくり きん
斫,斤部,きんぶ,斤,おの おのづくり きん
斬,斤部,きんぶ,斤,おの おのづくり きん
断,斤部,きんぶ,斤,おの おのづくり きん
斯,斤部,きんぶ,斤,おの おのづくり きん
新,斤部,きんぶ,斤,おの おのづくり きん
斷,斤部,きんぶ,斤,おの おのづくり きん
方,方部,ほうぶ,方,ほう
於,方部,ほうぶ,方,かたへん ほうへん
施,方部,ほうぶ,方,かたへん ほうへん
斿,方部,ほうぶ,方,かたへん ほうへん
旁,方部,ほうぶ,方,ほう
旃,方部,ほうぶ,方,かたへん ほうへん
旄,方部,ほうぶ,方,かたへん ほうへん
旅,方部,ほうぶ,方,かたへん ほうへん
旆,方部,ほうぶ,方,かたへん ほうへん
旋,方部,ほうぶ,方,かたへん ほうへん
旌,方部,ほうぶ,方,かたへん ほうへん
族,方部,ほうぶ,方,かたへん ほうへん
旒,方部,ほうぶ,方,かたへん ほうへん
旗,方部,ほうぶ,方,かたへん ほうへん
旙,方部,ほうぶ,方,かたへん ほうへん
旛,方部,ほうぶ,方,かたへん ほうへん
无,无部,むぶ,无,なし ぶ む
旡,无部,むぶ,旡,なし ぶ む
既,无部,むぶ,旡,すでのつくり
日,日部,にちぶ,日,にち
旦,日部,にちぶ,日,にち
旧,日部,にちぶ,日,にち
旨,日部,にちぶ,日,にち
早,日部,にちぶ,日,にち
旬,日部,にちぶ,日,にち
旭,日部,にちぶ,日,にち
旱,日部,にちぶ,日,にち
旺,日部,にちぶ,日,ひへん にちへん
旻,日部,にちぶ,日,にち
昂,日部,にちぶ,日,にち
昃,日部,にちぶ,日,にち
昆,日部,にちぶ,日,にち
昇,日部,にちぶ,日,にち
昊,日部,にちぶ,日,にち
昌,日部,にちぶ,日,にち
明,日部,にちぶ,日,ひへん にちへん
昏,日部,にちぶ,日,にち
易,日部,にちぶ,日,にち
昔,日部,にちぶ,日,にち
昜,日部,にちぶ,日,にち
星,日部,にちぶ,日,にち
映,日部,にちぶ,日,ひへん にちへん
春,日部,にちぶ,日,にち
昧,日部,にちぶ,日,ひへん にちへん
昨,日部,にちぶ,日,ひへん にちへん
昭,日部,にちぶ,日,ひへん にちへん
是,日部,にちぶ,日,にち
昴,日部,にちぶ,日,にち
昵,日部,にちぶ,日,ひへん にちへん
昶,日部,にちぶ,日,にち
昼,日部,にちぶ,日,にち
昿,日部,にちぶ,日,ひへん にちへん
晁,日部,にちぶ,日,にち
時,日部,にちぶ,日,ひへん にちへん
晃,日部,にちぶ,日,にち
晄,日部,にちぶ,日,ひへん にちへん
晉,日部,にちぶ,日,にち
晋,日部,にちぶ,日,にち
晏,日部,にちぶ,日,にち
晒,日部,にちぶ,日,ひへん にちへん
晝,日部,にちぶ,日,にち
晞,日部,にちぶ,日,ひへん にちへん
晟,日部,にちぶ,日,にち
晢,日部,にちぶ,日,にち
晤,日部,にちぶ,日,ひへん にちへん
晦,日部,にちぶ,日,ひへん にちへん
晧,日部,にちぶ,日,ひへん にちへん
晨,日部,にちぶ,日,にち
晩,日部,にちぶ,日,ひへん にちへん
普,日部,にちぶ,日,にち
景,日部,にちぶ,日,にち
晰,日部,にちぶ,日,ひへん にちへん
晴,日部,にちぶ,日,ひへん にちへん
晶,日部,にちぶ,日,にち
智,日部,にちぶ,日,にち
暁,日部,にちぶ,日,ひへん にちへん
暃,日部,にちぶ,日,にち
暄,日部,にちぶ,日,ひへん にちへん
暇,日部,にちぶ,日,ひへん にちへん
暈,日部,にちぶ,日,にち
暉,日部,にちぶ,日,ひへん にちへん
暎,日部,にちぶ,日,ひへん にちへん
暑,日部,にちぶ,日,にち
暖,日部,にちぶ,日,ひへん にちへん
暗,日部,にちぶ,日,ひへん にちへん
暘,日部,にちぶ,日,ひへん にちへん
暝,日部,にちぶ,日,ひへん にちへん
暢,日部,にちぶ,日,にち
暦,日部,にちぶ,日,にち
暫,日部,にちぶ,日,にち
暮,日部,にちぶ,日,にち
暴,日部,にちぶ,日,にち
暸,日部,にちぶ,日,ひへん にちへん
暹,日部,にちぶ,日,にち
暼,日部,にちぶ,日,にち
暾,日部,にちぶ,日,ひへん にちへん
曁,日部,にちぶ,日,にち
曄,日部,にちぶ,日,ひへん にちへん
曇,日部,にちぶ,日,にち
曉,日部,にちぶ,日,ひへん にちへん
曖,日部,にちぶ,日,ひへん にちへん
曙,日部,にちぶ,日,ひへん にちへん
曚,日部,にちぶ,日,ひへん にちへん
曜,日部,にちぶ,日,ひへん にちへん
曝,日部,にちぶ,日,ひへん にちへん
曠,日部,にちぶ,日,ひへん にちへん
曦,日部,にちぶ,日,ひへん にちへん
曩,日部,にちぶ,日,にち
曰,曰部,えつぶ,曰,ひらび いわく
曲,日部,にちぶ,日,にち
曳,日部,にちぶ,日,にち
更,日部,にちぶ,日,にち
曵,日部,にちぶ,日,にち
曷,日部,にちぶ,日,にち
書,日部,にちぶ,日,にち
曹,日部,にちぶ,日,にち
曼,日部,にちぶ,日,にち
曽,日部,にちぶ,日,にち
曾,日部,にちぶ,日,にち
替,日部,にちぶ,日,にち
最,日部,にちぶ,日,にち
會,日部,にちぶ,日,にち
月,月部,げつぶ,月,つき
有,肉部,にくぶ,肉,にく にくづき
朋,肉部,にくぶ,肉,にく にくづき
服,肉部,にくぶ,肉,にく にくづき
朏,肉部,にくぶ,肉,にく にくづき
朔,肉部,にくぶ,肉,にく にくづき
朕,肉部,にくぶ,肉,にく にくづき
朖,月部,げつぶ,月,つきへん
朗,肉部,にくぶ,肉,にく にくづき
望,月部,げつぶ,月,つき
朝,肉部,にくぶ,肉,にく にくづき
朞,肉部,にくぶ,肉,にく にくづき
期,月部,げつぶ,月,つき
朦,肉部,にくぶ,肉,にく にくづき
朧,肉部,にくぶ,肉,にく にくづき
木,木部,もくぶ,木,き
未,木部,もくぶ,木,き
末,木部,もくぶ,木,き
本,木部,もくぶ,木,き
札,木部,もくぶ,木,きへん
朮,木部,もくぶ,木,き
朱,木部,もくぶ,木,き
朴,木部,もくぶ,木,きへん
朶,木部,もくぶ,木,き
朷,木部,もくぶ,木,きへん
朸,木部,もくぶ,木,きへん
机,木部,もくぶ,木,きへん
朽,木部,もくぶ,木,きへん
朿,木部,もくぶ,木,き
杁,木部,もくぶ,木,きへん
杆,木部,もくぶ,木,きへん
杉,木部,もくぶ,木,きへん
李,木部,もくぶ,木,き
杏,木部,もくぶ,木,き
材,木部,もくぶ,木,きへん
村,木部,もくぶ,木,きへん
杓,木部,もくぶ,木,きへん
杖,木部,もくぶ,木,きへん
杙,木部,もくぶ,木,きへん
杜,木部,もくぶ,木,きへん
杞,木部,もくぶ,木,きへん
束,木部,もくぶ,木,き
杠,木部,もくぶ,木,きへん
条,木部,もくぶ,木,き
杢,木部,もくぶ,木,き
杣,木部,もくぶ,木,きへん
杤,木部,もくぶ,木,きへん
来,木部,もくぶ,木,き
杪,木部,もくぶ,木,きへん
杭,木部,もくぶ,木,きへん
杯,木部,もくぶ,木,きへん
杰,木部,もくぶ,木,き
東,木部,もくぶ,木,き
杲,木部,もくぶ,木,き
杳,木部,もくぶ,木,き
杵,木部,もくぶ,木,きへん
杷,木部,もくぶ,木,きへん
杼,木部,もくぶ,木,きへん
松,木部,もくぶ,木,きへん
板,木部,もくぶ,木,きへん
枅,木部,もくぶ,木,きへん
枇,木部,もくぶ,木,きへん
枉,木部,もくぶ,木,きへん
枋,木部,もくぶ,木,きへん
枌,木部,もくぶ,木,きへん
析,木部,もくぶ,木,きへん
枕,木部,もくぶ,木,きへん
林,木部,もくぶ,木,きへん
枚,木部,もくぶ,木,きへん
果,木部,もくぶ,木,き
枝,木部,もくぶ,木,きへん
枠,木部,もくぶ,木,きへん
枡,木部,もくぶ,木,きへん
枢,木部,もくぶ,木,きへん
枦,木部,もくぶ,木,きへん
枩,木部,もくぶ,木,き
枯,木部,もくぶ,木,きへん
枳,木部,もくぶ,木,きへん
枴,木部,もくぶ,木,きへん
架,木部,もくぶ,木,き
枷,木部,もくぶ,木,きへん
枸,木部,もくぶ,木,きへん
枹,木部,もくぶ,木,きへん
柁,木部,もくぶ,木,きへん
柄,木部,もくぶ,木,きへん
柆,木部,もくぶ,木,きへん
柊,木部,もくぶ,木,きへん
柎,木部,もくぶ,木,きへん
柏,木部,もくぶ,木,きへん
某,木部,もくぶ,木,き
柑,木部,もくぶ,木,きへん
染,木部,もくぶ,木,き
柔,木部,もくぶ,木,き
柘,木部,もくぶ,木,きへん
柚,木部,もくぶ,木,きへん
柝,木部,もくぶ,木,きへん
柞,木部,もくぶ,木,きへん
柢,木部,もくぶ,木,きへん
柤,木部,もくぶ,木,きへん
柧,木部,もくぶ,木,きへん
柩,木部,もくぶ,木,きへん
柬,木部,もくぶ,木,き
柮,木部,もくぶ,木,きへん
柯,木部,もくぶ,木,きへん
柱,木部,もくぶ,木,きへん
柳,木部,もくぶ,木,きへん
柴,木部,もくぶ,木,き
柵,木部,もくぶ,木,きへん
査,木部,もくぶ,木,き
柾,木部,もくぶ,木,きへん
柿,木部,もくぶ,木,きへん
栂,木部,もくぶ,木,きへん
栃,木部,もくぶ,木,きへん
栄,木部,もくぶ,木,き
栓,木部,もくぶ,木,きへん
栖,木部,もくぶ,木,きへん
栗,木部,もくぶ,木,き
栞,木部,もくぶ,木,き
校,木部,もくぶ,木,きへん
栢,木部,もくぶ,木,きへん
栩,木部,もくぶ,木,きへん
株,木部,もくぶ,木,きへん
栫,木部,もくぶ,木,きへん
栲,木部,もくぶ,木,きへん
栴,木部,もくぶ,木,きへん
核,木部,もくぶ,木,きへん
根,木部,もくぶ,木,きへん
格,木部,もくぶ,木,きへん
栽,木部,もくぶ,木,き
桀,木部,もくぶ,木,き
桁,木部,もくぶ,木,きへん
桂,木部,もくぶ,木,きへん
桃,木部,もくぶ,木,きへん
框,木部,もくぶ,木,きへん
案,木部,もくぶ,木,き
桍,木部,もくぶ,木,きへん
桎,木部,もくぶ,木,きへん
桐,木部,もくぶ,木,きへん
桑,木部,もくぶ,木,き
桓,木部,もくぶ,木,きへん
桔,木部,もくぶ,木,きへん
桙,木部,もくぶ,木,きへん
桜,木部,もくぶ,木,きへん
桝,木部,もくぶ,木,きへん
桟,木部,もくぶ,木,きへん
档,木部,もくぶ,木,きへん
桧,木部,もくぶ,木,きへん
桴,木部,もくぶ,木,きへん
桶,木部,もくぶ,木,きへん
桷,木部,もくぶ,木,きへん
桼,木部,もくぶ,木,き
桾,木部,もくぶ,木,きへん
桿,木部,もくぶ,木,きへん
梁,木部,もくぶ,木,き
梃,木部,もくぶ,木,きへん
梅,木部,もくぶ,木,きへん
梍,木部,もくぶ,木,きへん
梏,木部,もくぶ,木,きへん
梓,木部,もくぶ,木,きへん
梔,木部,もくぶ,木,きへん
梗,木部,もくぶ,木,きへん
梛,木部,もくぶ,木,きへん
條,木部,もくぶ,木,き
梟,木部,もくぶ,木,き
梠,木部,もくぶ,木,きへん
梢,木部,もくぶ,木,きへん
梦,木部,もくぶ,木,きへん
梧,木部,もくぶ,木,きへん
梨,木部,もくぶ,木,き
梭,木部,もくぶ,木,きへん
梯,木部,もくぶ,木,きへん
械,木部,もくぶ,木,きへん
梱,木部,もくぶ,木,きへん
梳,木部,もくぶ,木,きへん
梵,木部,もくぶ,木,きへん
梶,木部,もくぶ,木,きへん
梹,木部,もくぶ,木,きへん
梺,木部,もくぶ,木,きへん
梼,木部,もくぶ,木,きへん
棄,木部,もくぶ,木,き
棆,木部,もくぶ,木,きへん
棉,木部,もくぶ,木,きへん
棊,木部,もくぶ,木,き
棋,木部,もくぶ,木,きへん
棍,木部,もくぶ,木,きへん
棒,木部,もくぶ,木,きへん
棔,木部,もくぶ,木,きへん
棕,木部,もくぶ,木,きへん
棗,木部,もくぶ,木,き
棘,木部,もくぶ,木,き
棚,木部,もくぶ,木,きへん
棟,木部,もくぶ,木,きへん
棠,木部,もくぶ,木,き
棡,木部,もくぶ,木,きへん
棣,木部,もくぶ,木,きへん
棧,木部,もくぶ,木,きへん
森,木部,もくぶ,木,き
棯,木部,もくぶ,木,きへん
棲,木部,もくぶ,木,きへん
棹,木部,もくぶ,木,きへん
棺,木部,もくぶ,木,きへん
椀,木部,もくぶ,木,きへん
椁,木部,もくぶ,木,きへん
椄,木部,もくぶ,木,きへん
椅,木部,もくぶ,木,きへん
椈,木部,もくぶ,木,きへん
椋,木部,もくぶ,木,きへん
椌,木部,もくぶ,木,きへん
植,木部,もくぶ,木,きへん
椎,木部,もくぶ,木,きへん
椏,木部,もくぶ,木,きへん
椒,木部,もくぶ,木,きへん
椙,木部,もくぶ,木,きへん
椚,木部,もくぶ,木,きへん
椛,木部,もくぶ,木,きへん
検,木部,もくぶ,木,きへん
椡,木部,もくぶ,木,きへん
椢,木部,もくぶ,木,きへん
椣,木部,もくぶ,木,きへん
椥,木部,もくぶ,木,きへん
椦,木部,もくぶ,木,きへん
椨,木部,もくぶ,木,きへん
椪,木部,もくぶ,木,きへん
椰,木部,もくぶ,木,きへん
椴,木部,もくぶ,木,きへん
椶,木部,もくぶ,木,きへん
椹,木部,もくぶ,木,きへん
椽,木部,もくぶ,木,きへん
椿,木部,もくぶ,木,きへん
楊,木部,もくぶ,木,きへん
楓,木部,もくぶ,木,きへん
楔,木部,もくぶ,木,きへん
楕,木部,もくぶ,木,きへん
楙,木部,もくぶ,木,きへん
楚,木部,もくぶ,木,きへん
楜,木部,もくぶ,木,きへん
楝,木部,もくぶ,木,きへん
楞,木部,もくぶ,木,きへん
楠,木部,もくぶ,木,きへん
楡,木部,もくぶ,木,きへん
楢,木部,もくぶ,木,きへん
楪,木部,もくぶ,木,きへん
楫,木部,もくぶ,木,きへん
業,木部,もくぶ,木,き
楮,木部,もくぶ,木,きへん
楯,木部,もくぶ,木,きへん
楳,木部,もくぶ,木,きへん
楴,木部,もくぶ,木,きへん
極,木部,もくぶ,木,きへん
楷,木部,もくぶ,木,きへん
楸,木部,もくぶ,木,きへん
楹,木部,もくぶ,木,きへん
楼,木部,もくぶ,木,きへん
楽,木部,もくぶ,木,き
楾,木部,もくぶ,木,きへん
榁,木部,もくぶ,木,きへん
概,木部,もくぶ,木,きへん
榊,木部,もくぶ,木,きへん
榎,木部,もくぶ,木,きへん
榑,木部,もくぶ,木,きへん
榔,木部,もくぶ,木,きへん
榕,木部,もくぶ,木,きへん
榛,木部,もくぶ,木,きへん
榜,木部,もくぶ,木,きへん
榠,木部,もくぶ,木,きへん
